drop_lat,drop_long,pickups
40.762,-73.979,10320
40.756,-73.973,6293
40.759,-73.989,6211
40.758,-73.989,6083
40.75,-73.991,5849
40.757,-73.972,5783
40.763,-73.982,5287
40.752,-73.977,4949
40.764,-73.981,4604
40.765,-73.975,4378
40.755,-73.973,4344
40.756,-73.972,4187
40.765,-73.981,4185
40.759,-73.986,4167
40.761,-73.985,4032
40.768,-73.985,3979
40.758,-73.986,3934
40.756,-73.982,3882
40.757,-73.984,3820
40.757,-73.993,3792
40.759,-73.996,3604
40.76,-73.986,3584
40.769,-73.985,3538
40.749,-73.992,3462
40.75,-73.986,3383
40.756,-73.983,3274
40.757,-73.974,3268
40.763,-73.981,3237
40.761,-73.987,3176
40.76,-73.985,3121
40.759,-73.985,3107
40.752,-73.976,3082
40.764,-73.979,3015
40.765,-73.978,2975
40.746,-73.988,2972
40.762,-73.982,2911
40.758,-73.984,2806
40.761,-73.986,2690
40.756,-73.992,2686
40.756,-73.974,2642
40.758,-73.975,2624
40.752,-73.986,2617
40.756,-73.993,2589
40.752,-73.993,2581
40.763,-73.979,2467
40.759,-73.984,2447
40.759,-73.987,2445
40.746,-73.994,2423
40.75,-73.981,2414
40.763,-73.984,2413
40.75,-73.974,2411
40.764,-73.983,2407
40.756,-73.975,2391
40.751,-73.976,2385
40.762,-73.983,2379
40.757,-73.982,2350
40.757,-73.983,2331
40.762,-73.985,2321
40.744,-73.984,2317
40.756,-73.971,2305
40.762,-73.978,2285
40.751,-73.975,2280
40.751,-73.985,2269
40.747,-73.99,2261
40.757,-73.985,2226
40.751,-73.974,2190
40.765,-73.98,2159
40.748,-73.988,2100
40.75,-73.992,2100
40.749,-73.976,2089
40.765,-73.983,2062
40.769,-73.987,2017
40.764,-73.982,2013
40.72,-74.0,2003
40.76,-73.984,1982
40.765,-73.982,1967
40.758,-73.985,1948
40.764,-73.98,1946
40.757,-73.97,1941
40.754,-73.977,1922
40.753,-73.993,1878
40.755,-73.974,1871
40.751,-73.986,1868
40.749,-73.977,1858
40.75,-73.987,1839
40.757,-73.99,1802
40.744,-73.986,1797
40.719,-74.0,1782
40.762,-73.986,1770
40.758,-73.974,1765
40.746,-73.984,1756
40.765,-73.979,1718
40.763,-73.983,1718
40.75,-73.978,1706
40.759,-73.988,1705
40.756,-73.969,1697
40.747,-73.987,1695
40.759,-73.975,1670
40.751,-73.991,1666
40.756,-73.989,1666
40.752,-73.985,1654
40.756,-73.991,1646
40.782,-73.98,1643
40.76,-73.988,1630
40.737,-73.989,1630
40.759,-73.99,1626
40.767,-73.978,1625
40.747,-73.991,1599
40.75,-73.979,1592
40.757,-73.975,1575
40.746,-73.985,1570
40.745,-73.989,1568
40.75,-73.975,1567
40.755,-73.972,1566
40.761,-73.984,1566
40.751,-73.97,1550
40.759,-73.983,1550
40.772,-73.983,1504
40.76,-73.987,1498
40.757,-73.973,1493
40.753,-73.986,1476
40.758,-73.988,1473
40.75,-73.983,1468
40.763,-73.986,1459
40.75,-73.972,1420
40.748,-73.978,1406
40.753,-73.975,1389
40.764,-73.977,1377
40.762,-73.988,1360
40.757,-73.988,1353
40.765,-73.984,1343
40.761,-73.969,1339
40.728,-73.991,1334
40.749,-73.98,1334
40.749,-73.978,1331
40.765,-73.976,1324
40.762,-73.98,1310
40.763,-73.985,1297
40.745,-73.985,1289
40.766,-73.978,1281
40.757,-73.989,1277
40.763,-73.978,1268
40.733,-73.99,1266
40.754,-73.976,1265
40.747,-73.986,1262
40.767,-73.979,1244
40.758,-73.987,1229
40.76,-73.996,1228
40.761,-73.999,1219
40.764,-73.978,1211
40.745,-73.976,1204
40.748,-73.989,1202
40.747,-73.992,1202
40.726,-73.992,1181
40.749,-73.984,1175
40.755,-73.982,1174
40.781,-73.981,1160
40.753,-73.974,1147
40.764,-73.969,1136
40.762,-73.975,1136
40.746,-73.979,1134
40.757,-73.971,1134
40.747,-73.985,1134
40.76,-73.978,1131
40.755,-73.977,1127
40.756,-73.981,1115
40.739,-73.985,1114
40.76,-73.983,1110
40.746,-73.977,1105
40.722,-73.989,1096
40.72,-73.988,1091
40.745,-73.994,1082
40.744,-73.985,1077
40.771,-73.981,1069
40.753,-73.973,1069
40.753,-73.981,1063
40.751,-73.977,1060
40.757,-73.992,1055
40.748,-73.987,1054
40.783,-73.981,1050
40.761,-73.979,1047
40.763,-73.98,1045
40.751,-73.987,1035
40.752,-73.975,1032
40.756,-73.99,1031
40.722,-73.987,1030
40.783,-73.974,1029
40.757,-73.986,1027
40.764,-73.992,1023
40.747,-73.976,1020
40.755,-73.993,1016
40.761,-73.97,1009
40.755,-73.971,997
40.755,-73.984,992
40.744,-73.983,991
40.718,-73.986,988
40.761,-73.958,985
40.732,-73.999,985
40.751,-73.972,984
40.765,-73.977,977
40.747,-73.982,971
40.764,-73.996,971
40.754,-73.972,966
40.769,-73.988,964
40.754,-73.992,957
40.761,-73.98,950
40.748,-73.977,949
40.75,-73.98,946
40.783,-73.978,942
40.754,-73.995,938
40.752,-73.98,938
40.748,-73.992,936
40.754,-73.978,933
40.766,-73.976,928
40.783,-73.979,923
40.75,-73.977,923
40.752,-73.994,916
40.749,-73.975,909
40.745,-73.995,907
40.749,-73.974,902
40.764,-73.974,901
40.738,-73.981,901
40.755,-73.975,898
40.753,-73.985,897
40.793,-73.973,895
40.758,-73.99,892
40.756,-73.985,892
40.755,-73.991,890
40.756,-73.984,888
40.753,-73.984,886
40.758,-73.983,880
40.755,-73.978,877
40.771,-73.982,876
40.748,-73.975,872
40.782,-73.976,871
40.754,-73.986,870
40.751,-73.984,868
40.754,-73.993,858
40.752,-73.995,856
40.766,-73.983,854
40.721,-73.995,852
40.772,-73.982,851
40.756,-73.986,850
40.782,-73.981,845
40.743,-73.992,844
40.739,-73.983,836
40.744,-73.993,834
40.762,-73.981,834
40.748,-73.99,829
40.758,-73.976,826
40.758,-73.982,825
40.77,-73.984,821
40.752,-73.974,813
40.766,-73.954,812
40.764,-73.985,810
40.757,-73.987,810
40.749,-73.991,802
40.757,-73.969,800
40.749,-73.988,799
40.754,-73.994,799
40.756,-73.97,795
40.745,-73.992,795
40.762,-73.984,791
40.775,-73.963,784
40.733,-73.996,784
40.72,-73.995,782
40.781,-73.952,781
40.739,-73.98,779
40.743,-73.983,777
40.744,-73.981,776
40.731,-73.992,776
40.755,-73.981,776
40.762,-73.971,771
40.779,-73.945,770
40.783,-73.948,768
40.748,-73.985,762
40.745,-73.993,760
40.748,-73.976,755
40.799,-73.969,753
40.739,-73.982,753
40.762,-73.972,750
40.748,-73.981,750
40.759,-73.994,746
40.767,-73.956,744
40.793,-73.972,739
40.751,-73.971,733
40.741,-73.979,733
40.767,-73.984,732
40.75,-73.97,731
40.761,-73.983,729
40.765,-73.968,728
40.778,-73.946,728
40.717,-73.995,726
40.765,-73.971,724
40.774,-73.964,722
40.745,-73.986,722
40.796,-73.972,721
40.76,-73.958,719
40.765,-73.969,717
40.749,-73.979,714
40.744,-73.987,714
40.72,-73.999,712
40.784,-73.948,712
40.765,-73.974,711
40.76,-73.995,709
40.764,-73.995,701
40.736,-73.997,701
40.748,-73.973,698
40.781,-73.946,696
40.742,-73.985,695
40.745,-73.991,693
40.746,-73.978,691
40.752,-73.982,690
40.752,-73.979,690
40.772,-73.95,685
40.746,-73.98,683
40.761,-73.971,682
40.766,-73.98,681
40.762,-73.976,680
40.747,-73.979,678
40.746,-73.991,677
40.759,-73.991,677
40.734,-73.99,676
40.747,-73.975,676
40.769,-73.982,675
40.776,-73.947,673
40.745,-73.977,673
40.77,-73.951,670
40.775,-73.964,665
40.769,-73.983,665
40.769,-73.981,663
40.754,-73.985,662
40.755,-73.992,660
40.759,-73.976,660
40.764,-73.984,657
40.74,-73.982,655
40.735,-73.985,654
40.763,-73.976,651
40.735,-73.983,651
40.752,-73.981,645
40.744,-73.989,644
40.756,-73.997,644
40.75,-73.982,643
40.755,-73.983,639
40.774,-73.963,636
40.762,-73.96,635
40.754,-73.971,635
40.761,-73.982,635
40.749,-73.973,634
40.78,-73.946,634
40.744,-73.992,632
40.753,-73.97,631
40.745,-73.984,631
40.733,-73.997,628
40.785,-73.949,626
40.743,-73.991,626
40.745,-73.987,626
40.775,-73.984,623
40.765,-73.973,613
40.761,-74.0,610
40.744,-73.999,610
40.757,-73.998,607
40.742,-73.983,607
40.765,-73.972,607
40.752,-73.973,603
40.747,-73.981,601
40.799,-73.967,601
40.752,-73.978,600
40.736,-73.989,600
40.749,-73.987,599
40.755,-73.986,598
40.793,-73.967,598
40.758,-73.973,598
40.768,-73.983,597
40.762,-73.974,596
40.731,-73.986,596
40.746,-73.974,595
40.744,-73.995,595
40.755,-73.995,594
40.747,-73.98,590
40.775,-73.948,590
40.767,-73.954,588
40.753,-73.971,587
40.75,-73.985,587
40.75,-73.984,586
40.754,-73.975,586
40.744,-73.996,586
40.736,-73.996,586
40.782,-73.982,586
40.725,-73.994,585
40.747,-73.974,583
40.743,-73.993,583
40.756,-73.98,579
40.742,-73.997,577
40.763,-73.963,577
40.748,-73.982,576
40.763,-73.977,575
40.766,-73.969,575
40.761,-73.988,574
40.748,-73.974,573
40.758,-73.963,573
40.809,-73.952,569
40.774,-73.949,568
40.767,-73.983,566
40.779,-73.948,565
40.767,-73.985,565
40.741,-73.984,562
40.759,-73.974,562
40.752,-73.97,559
40.748,-73.991,559
40.749,-73.995,556
40.766,-73.977,555
40.732,-73.985,554
40.766,-73.982,554
40.759,-73.995,553
40.78,-73.947,549
40.759,-73.965,549
40.753,-73.967,549
40.744,-73.98,549
40.753,-73.972,548
40.747,-73.988,548
40.742,-73.978,548
40.75,-73.976,548
40.737,-73.981,547
40.773,-73.955,547
40.762,-73.977,546
40.739,-73.987,545
40.737,-73.993,545
40.743,-73.982,544
40.778,-73.952,543
40.757,-73.981,543
40.763,-73.962,543
40.748,-73.986,542
40.762,-73.987,542
40.766,-73.979,542
40.789,-73.975,540
40.746,-73.972,540
40.76,-73.973,538
40.746,-73.983,538
40.751,-73.98,537
40.755,-73.976,535
40.755,-73.985,535
40.746,-73.989,534
40.756,-73.994,533
40.757,-73.976,533
40.752,-73.99,533
40.756,-73.988,532
40.768,-73.956,532
40.78,-73.982,532
40.745,-73.983,531
40.761,-73.974,530
40.723,-73.989,529
40.753,-73.979,529
40.771,-73.983,528
40.744,-73.991,526
40.751,-73.99,525
40.761,-73.998,525
40.747,-73.977,523
40.764,-73.994,522
40.743,-73.984,521
40.743,-73.996,521
40.743,-73.986,519
40.775,-73.954,519
40.764,-73.976,518
40.728,-73.985,516
40.773,-73.949,516
40.733,-73.991,516
40.75,-73.973,515
40.75,-73.969,513
40.774,-73.981,512
40.744,-73.988,510
40.738,-73.985,508
40.742,-73.982,507
40.754,-73.973,506
40.777,-73.989,506
40.776,-73.978,506
40.754,-73.974,505
40.737,-73.982,505
40.723,-73.998,504
40.739,-73.999,502
40.759,-73.977,502
40.749,-73.994,499
40.774,-73.989,499
40.749,-73.972,497
40.765,-73.964,497
40.76,-73.976,496
40.774,-73.982,496
40.761,-73.964,496
40.745,-73.982,495
40.785,-73.948,495
40.772,-73.956,494
40.74,-73.999,494
40.758,-73.965,490
40.768,-73.992,490
40.728,-73.988,489
40.733,-73.98,488
40.756,-73.998,488
40.778,-73.989,488
40.74,-73.984,487
40.748,-73.971,487
40.734,-73.981,486
40.777,-73.952,484
40.751,-73.981,481
40.741,-73.989,480
40.735,-73.989,479
40.732,-73.996,478
40.745,-73.999,477
40.756,-73.968,477
40.774,-73.983,474
40.746,-73.976,474
40.746,-73.986,473
40.796,-73.973,473
40.764,-73.963,473
40.745,-73.981,473
40.725,-73.992,472
40.73,-73.987,471
40.78,-73.984,469
40.761,-73.978,469
40.76,-73.991,466
40.756,-73.987,466
40.771,-73.957,465
40.765,-73.961,463
40.754,-73.987,462
40.785,-73.956,462
40.759,-73.981,462
40.76,-73.967,460
40.782,-73.949,460
40.762,-73.95,459
40.776,-73.956,458
40.757,-73.967,458
40.753,-73.994,457
40.73,-73.981,457
40.758,-73.992,455
40.776,-73.948,454
40.735,-73.986,454
40.768,-73.987,454
40.745,-73.978,453
40.76,-73.974,453
40.798,-73.96,452
40.732,-73.997,452
40.723,-73.983,452
40.72,-73.994,450
40.766,-73.963,450
40.735,-73.98,450
40.782,-73.979,450
40.764,-73.959,448
40.76,-73.975,448
40.768,-73.962,447
40.777,-73.979,447
40.794,-73.974,446
40.776,-73.953,446
40.775,-73.951,446
40.748,-73.979,446
40.784,-73.947,445
40.779,-73.953,445
40.733,-73.976,442
40.747,-73.972,442
40.785,-73.954,442
40.76,-73.981,440
40.789,-73.976,440
40.734,-73.978,439
40.74,-73.979,439
40.755,-73.965,439
40.761,-73.973,438
40.719,-73.99,438
40.748,-73.993,438
40.743,-74.0,438
40.78,-73.95,438
40.757,-73.994,437
40.722,-73.984,437
40.766,-73.952,437
40.725,-73.998,437
40.786,-73.951,436
40.732,-73.994,436
40.766,-73.955,434
40.768,-73.986,432
40.734,-73.995,431
40.755,-73.98,430
40.727,-73.989,430
40.752,-73.972,429
40.777,-73.946,429
40.723,-73.991,428
40.768,-73.982,428
40.793,-73.975,427
40.786,-73.95,427
40.756,-73.976,426
40.758,-73.993,425
40.757,-73.964,425
40.761,-73.975,424
40.768,-73.959,423
40.77,-73.961,422
40.729,-73.987,421
40.766,-73.957,420
40.724,-73.985,420
40.738,-73.986,420
40.746,-73.992,420
40.78,-73.955,419
40.74,-73.998,418
40.765,-73.996,418
40.727,-73.986,418
40.776,-73.976,418
40.749,-73.985,417
40.736,-73.982,417
40.732,-73.99,416
40.744,-73.979,416
40.723,-73.99,416
40.733,-73.985,416
40.777,-73.955,415
40.78,-73.954,415
40.727,-74.0,414
40.779,-73.978,414
40.737,-73.974,414
40.759,-73.969,414
40.792,-73.964,413
40.786,-73.972,413
40.763,-73.987,412
40.754,-73.968,412
40.743,-73.977,412
40.761,-73.981,411
40.714,-73.994,411
40.75,-73.994,411
40.755,-73.987,410
40.764,-73.964,409
40.798,-73.97,408
40.78,-73.981,408
40.767,-73.986,406
40.755,-73.968,406
40.773,-73.952,406
40.778,-73.951,406
40.786,-73.953,406
40.754,-73.966,405
40.756,-73.965,405
40.768,-73.984,404
40.751,-73.978,404
40.777,-73.978,404
40.744,-73.976,403
40.766,-73.975,403
40.733,-73.987,403
40.759,-73.978,402
40.753,-73.989,402
40.764,-73.973,402
40.758,-73.971,401
40.719,-73.989,401
40.772,-73.952,401
40.736,-73.998,400
40.74,-73.989,400
40.738,-73.996,398
40.779,-73.988,398
40.755,-73.964,398
40.778,-73.949,398
40.784,-73.949,397
40.747,-73.993,397
40.76,-73.968,397
40.76,-73.972,397
40.744,-73.982,396
40.775,-73.983,396
40.76,-73.965,395
40.762,-73.99,394
40.736,-73.993,393
40.73,-73.993,393
40.74,-73.981,392
40.738,-73.98,392
40.783,-73.957,392
40.743,-73.997,391
40.725,-73.981,391
40.76,-73.98,391
40.713,-73.993,391
40.721,-73.989,389
40.725,-73.995,389
40.719,-73.985,389
40.756,-73.964,389
40.758,-73.97,388
40.744,-73.977,388
40.769,-73.958,387
40.741,-73.981,386
40.762,-73.989,386
40.779,-73.951,385
40.734,-73.986,385
40.769,-73.955,385
40.749,-73.983,384
40.755,-73.966,384
40.76,-73.97,383
40.771,-73.951,383
40.77,-73.985,382
40.783,-73.977,382
40.756,-73.977,380
40.767,-73.953,380
40.779,-73.985,379
40.74,-73.986,379
40.755,-73.994,378
40.735,-73.994,378
40.779,-73.956,377
40.729,-73.981,377
40.74,-73.987,377
40.77,-73.955,377
40.744,-73.974,377
40.765,-73.963,377
40.772,-73.947,376
40.721,-73.988,376
40.736,-73.985,376
40.746,-73.975,376
40.768,-73.953,376
40.778,-73.983,375
40.768,-73.981,375
40.782,-73.983,375
40.794,-73.972,375
40.736,-73.988,375
40.783,-73.975,375
40.778,-73.955,374
40.753,-73.966,374
40.749,-73.982,374
40.79,-73.977,374
40.718,-73.995,373
40.766,-73.981,373
40.758,-73.972,373
40.749,-73.981,373
40.754,-73.981,373
40.772,-73.953,372
40.734,-73.999,372
40.782,-73.956,371
40.768,-73.989,371
40.786,-73.98,370
40.77,-73.96,370
40.76,-73.979,369
40.723,-73.994,369
40.729,-73.978,368
40.734,-74.0,368
40.722,-73.997,368
40.741,-73.998,367
40.737,-73.979,367
40.777,-73.977,367
40.753,-73.977,366
40.795,-73.972,366
40.808,-73.964,366
40.738,-73.988,366
40.761,-73.961,366
40.775,-73.95,365
40.759,-73.973,365
40.783,-73.955,365
40.746,-73.993,364
40.736,-73.987,363
40.773,-73.953,363
40.763,-73.974,363
40.786,-73.969,362
40.763,-73.993,362
40.742,-73.999,362
40.781,-73.982,361
40.766,-73.968,361
40.753,-73.976,360
40.738,-74.0,360
40.761,-73.977,360
40.773,-73.958,360
40.767,-73.955,359
40.724,-73.979,358
40.729,-73.99,358
40.781,-73.947,358
40.751,-73.982,358
40.726,-73.984,357
40.74,-73.985,357
40.732,-73.987,357
40.759,-73.992,357
40.738,-73.997,356
40.759,-73.982,356
40.764,-73.987,356
40.767,-73.961,355
40.745,-73.99,355
40.752,-73.991,355
40.783,-73.953,355
40.779,-73.952,355
40.723,-73.995,355
40.729,-73.988,354
40.758,-73.966,354
40.763,-73.988,354
40.756,-73.962,353
40.762,-73.97,353
40.73,-73.99,352
40.756,-73.978,352
40.789,-73.978,352
40.734,-73.991,351
40.747,-73.978,351
40.778,-73.979,351
40.787,-73.972,350
40.776,-73.983,350
40.776,-73.98,350
40.732,-73.988,350
40.72,-73.996,349
40.73,-73.982,349
40.751,-73.983,348
40.779,-73.981,348
40.771,-73.948,348
40.783,-73.982,348
40.745,-74.0,348
40.769,-73.961,348
40.762,-73.961,347
40.76,-73.962,347
40.745,-73.972,346
40.719,-73.995,346
40.763,-73.989,345
40.726,-73.989,345
40.794,-73.967,344
40.738,-73.992,344
40.761,-73.99,344
40.727,-73.992,344
40.758,-73.969,343
40.724,-73.988,343
40.772,-73.979,343
40.731,-73.983,343
40.728,-73.995,343
40.794,-73.973,343
40.771,-73.987,342
40.722,-73.993,342
40.776,-73.982,342
40.765,-73.962,341
40.715,-73.993,340
40.751,-73.979,340
40.767,-73.99,340
40.767,-73.969,339
40.744,-73.99,338
40.742,-73.981,338
40.732,-73.986,338
40.739,-73.988,337
40.72,-73.989,336
40.758,-73.962,336
40.74,-73.983,336
40.785,-73.97,336
40.73,-73.986,335
40.737,-73.98,334
40.743,-73.98,334
40.76,-73.969,334
40.749,-73.971,334
40.77,-73.954,333
40.733,-73.975,333
40.743,-73.981,333
40.727,-73.98,332
40.807,-73.961,332
40.744,-73.973,331
40.81,-73.959,331
40.789,-73.97,331
40.729,-73.986,330
40.748,-73.98,330
40.723,-73.988,330
40.77,-73.957,330
40.749,-73.97,329
40.721,-73.994,329
40.725,-73.987,329
40.754,-73.984,329
40.724,-73.991,329
40.764,-73.986,328
40.78,-73.977,328
40.802,-73.967,327
40.772,-73.951,327
40.747,-73.984,327
40.798,-73.971,327
40.8,-73.97,327
40.773,-73.95,326
40.746,-73.987,326
40.778,-73.978,325
40.766,-73.984,325
40.784,-73.95,325
40.752,-73.968,325
40.724,-73.993,324
40.746,-74.0,324
40.781,-73.957,324
40.775,-73.989,324
40.771,-73.953,324
40.743,-73.99,324
40.75,-73.971,323
40.784,-73.974,323
40.721,-73.997,323
40.781,-73.956,323
40.754,-73.969,322
40.76,-73.971,322
40.781,-73.959,322
40.747,-73.973,322
40.738,-73.984,322
40.764,-73.965,321
40.774,-73.948,321
40.763,-73.96,320
40.742,-73.976,320
40.787,-73.954,320
40.78,-73.953,319
40.797,-73.972,319
40.795,-73.966,319
40.724,-73.994,318
40.753,-73.978,318
40.741,-73.986,318
40.782,-73.954,317
40.72,-73.983,317
40.73,-73.983,317
40.736,-73.994,317
40.76,-73.966,317
40.776,-73.95,316
40.786,-73.971,316
40.758,-73.991,315
40.768,-73.957,315
40.749,-73.993,315
40.721,-73.998,315
40.781,-73.954,315
40.729,-73.989,315
40.752,-73.971,314
40.763,-73.959,314
40.733,-73.994,314
40.729,-73.984,314
40.792,-73.968,313
40.732,-73.993,313
40.76,-73.964,313
40.768,-73.958,312
40.804,-73.966,312
40.755,-73.969,312
40.717,-73.996,311
40.754,-73.97,311
40.739,-73.998,311
40.742,-73.995,311
40.778,-73.953,310
40.795,-73.97,310
40.73,-73.989,310
40.727,-73.983,310
40.739,-73.991,309
40.756,-73.963,309
40.749,-73.989,309
40.801,-73.969,309
40.75,-73.995,308
40.725,-73.999,308
40.721,-73.981,308
40.795,-73.971,307
40.728,-73.987,307
40.777,-73.947,307
40.726,-73.99,307
40.739,-74.0,306
40.741,-73.98,306
40.798,-73.969,306
40.771,-73.98,306
40.729,-74.0,306
40.78,-73.944,306
40.77,-73.982,305
40.721,-73.996,304
40.753,-73.98,304
40.729,-73.985,304
40.752,-73.969,304
40.754,-73.979,303
40.746,-73.973,303
40.736,-73.983,302
40.722,-73.983,302
40.767,-73.957,302
40.763,-73.966,302
40.759,-73.962,302
40.751,-73.969,302
40.761,-73.976,302
40.719,-73.988,301
40.778,-73.982,301
40.788,-73.978,300
40.76,-73.99,300
40.763,-73.965,300
40.783,-73.949,300
40.725,-73.984,300
40.732,-73.989,299
40.762,-73.994,299
40.769,-73.986,299
40.775,-73.982,299
40.76,-73.982,299
40.747,-73.997,299
